show_id,type,Tipo,name,Director,Elenco,country,Pais,year,clasificacion,duracion,listed_in,genero,description,Sinopsis,Plataforma
s78,Movie,Película,Fauci,"John Hoffman, Janet Tobias","Dr. Anthony Fauci, Bono, George W. Bush, Peter Staley",United States,Estados Unidos,2021,PG-13,105 min,"Biographical, Documentary","Biográfico, Documental","""Fauci"" reveals the extraordinary life and career of Dr. Anthony Fauci.","""Fauci"" revela la extraordinaria vida y carrera del Dr. Anthony Fauci.",Disney plus
s79,TV Show,Programa de televisión,IMPACT with Gal Gadot,,Gal Gadot,United States,Estados Unidos,2021,TV-14,1 Season,Docuseries,Docuseries,National Geographic Presents IMPACT with Gal Gadot honors impactful women.,National Geographic presenta IMPACT con Gal Gadot honra a mujeres impactantes.,Disney plus
s80,TV Show,Programa de televisión,The Ghost and Molly McGee,,"Ashly Burch, Dana Snyder",United States,Estados Unidos,2021,TV-Y7,1 Season,"Animation, Buddy, Coming of Age","Animación, Amigo, Mayoría de edad",A grumpy ghost and cheerful tween are eternally bound.,Un fantasma gruñón y una adolescente alegre están eternamente unidos.,Disney plus
s81,Movie,Película,Alvin and the Chipmunks,Tim Hill,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch, Justin Long, Matthew Gray Gubler",United States,Estados Unidos,2007,PG,91 min,"Animation, Comedy, Family","Animación, Comedia, Familia","Pop-singer Chipmunks Alvin, Simon and Theodore turn a songwriter's life upside-down.","La cantante pop Chipmunks Alvin, Simon y Theodore ponen patas arriba la vida de un compositor.",Disney plus
s82,Movie,Película,Alvin and the Chipmunks: The Road Chip,Walt Becker,"Jason Lee, Tony Hale, Kimberly Williams-Paisley, Josh Green, Bella Thorne, Uzo Aduba",United States,Estados Unidos,2015,PG,92 min,"Comedy, Family, Music","Comedia, Familia, Música","Your favorite fur balls, the Chipmunks, hit the road for an all-new, music-filled adventure.","Tus bolas de pelo favoritas, las Ardillas, salen a la carretera para vivir una nueva aventura llena de música.",Disney plus
s83,Movie,Película,LEGO Star Wars Terrifying Tales,Ken Cunningham,"Jake Green, Raphael Alejandro, Dana Snyder, Tony Hale, Christian Slater, Trevor Devall",,,2021,TV-Y7-FV,47 min,"Action-Adventure, Animation, Science Fiction","Acción-aventura, Animación, Ciencia ficción",Poe and BB-8 are told terrifying tales as they search for help in Darth Vader’s creepy old castle.,A Poe y BB-8 se les cuentan historias aterradoras mientras buscan ayuda en el antiguo y espeluznante castillo de Darth Vader.,Disney plus
s84,Movie,Película,Maleficent,Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple","United States, United Kingdom","Estados Unidos, Reino Unido",2014,PG,99 min,"Action-Adventure, Family, Fantasy","Acción-Aventura, Familia, Fantasía","Driven by revenge, Maleficent places a curse upon the king’s newborn infant, Aurora.","Impulsada por la venganza, Maléfica maldice a la recién nacida del rey, Aurora.",Disney plus
s85,Movie,Película,The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,"Alonso Ramirez Ramos, Eddie Trigueros, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor",,,2017,TV-G,22 min,"Animation, Family, Parody","Animación, Familia, Parodia",Mickey tells a scary story on Halloween.,Mickey cuenta una historia de miedo en Halloween.,Disney plus
s86,TV Show,Programa de televisión,Disney Vampirina,,"Isabella Crovetti, Lauren Graham, James Van Der Beek, Jordan Davis, Wanda Sykes, Mitchell Whitfield","Ireland, United States","Irlanda, Estados Unidos",2017,TV-Y7,3 Seasons,"Animation, Fantasy, Kids","Animación, Fantasía, Infantil",Vampirina is the new girl in town!,¡Vampirina es la chica nueva de la ciudad!,Disney plus
s87,TV Show,Programa de televisión,Disney's Magic Bake-Off,,"Issac Ryan Brown, Dara Reneé, Graciela Gomez",United States,Estados Unidos,2021,TV-G,1 Season,"Family, Game Show / Competition","Familia, Programa de juegos/Competición",Kid bakers compete to be named Disney Baking Champion.,Los niños panaderos compiten para ser nombrados Campeones de Repostería de Disney.,Disney plus
s88,TV Show,Programa de televisión,Great Barrier Reef,,Don Halbert,,,2020,TV-PG,1 Season,"Animals & Nature, Docuseries","Animales y Naturaleza, Docuseries",Explore the complex Great Barrier Reef along with the wildlife that inhabit it.,Explora la compleja Gran Barrera de Coral junto con la vida silvestre que la habita.,Disney plus
s89,TV Show,Programa de televisión,Ready for Preschool,,,,,2019,TV-Y,2 Seasons,"Kids, Music","Niños, Música",The love of learning begins with Disney Junior!,¡El amor por aprender comienza con Disney Junior!,Disney plus
s90,TV Show,Programa de televisión,Rolie Polie Olie,,"Cole Caplan, Kristen Bone, Robert Smith, Catherine Disher, Adrian Truss, Len Carlson","Canada, United States, France","Canadá, Estados Unidos, Francia",1998,TV-Y,5 Seasons,"Animation, Science Fiction","Animación, Ciencia ficción",Rolie Polie Olie’s life and adventures center on his Robo-family.,La vida y las aventuras de Rolie Polie Olie se centran en su familia Robo.,Disney plus
s91,TV Show,Programa de televisión,Star Wars Galaxy of Sounds,,,,,2021,TV-PG,1 Season,"Animation, Anthology, Science Fiction","Animación, Antología, Ciencia ficción","""Star Wars Galaxy of Sounds"" immerses audiences in the nostalgic ambience of a galaxy far, far away.","""Star Wars Galaxy of Sounds"" sumerge al público en el ambiente nostálgico de una galaxia muy, muy lejana.",Disney plus
s92,TV Show,Programa de televisión,The Hatcher Family Dairy,,,,,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Reality","Animales y Naturaleza, Docuseries, Realidad","The Hatcher Family enjoys a nonstop circus of animals, farming and family.","La familia Hatcher disfruta de un circo incesante de animales, agricultura y familia.",Disney plus
s93,TV Show,Programa de televisión,The Simpsons,,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Pamela Hayden",United States,Estados Unidos,1989,TV-PG,32 Seasons,"Animation, Comedy","Animación, Comedia","The world’s favorite nuclear family, in the award-winning, history-making series.","La familia nuclear favorita del mundo, en la galardonada serie histórica.",Disney plus
s94,Movie,Película,A Spark Story,"Jason Sterman, Leanne Dare","Apthon Corbin, Louis Gonzales",,,2021,TV-PG,88 min,Documentary,Documental,Two Pixar filmmakers strive to bring their uniquely personal SparkShorts visions to the screen.,Dos cineastas de Pixar se esfuerzan por llevar a la pantalla sus visiones únicas y personales de SparkShorts.,Disney plus
s95,Movie,Película,Spooky Buddies,Robert Vince,"Tucker Albrizzi, Diedrich Bader, Ameko Eks Mass Carroll, Max Charles, Tim Conway, Jennifer Elise Cox","United States, Canada","Estados Unidos, Canadá",2011,G,93 min,"Comedy, Fantasy, Kids","Comedia, Fantasía, Infantil",The puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.,Los cachorros emprenden una espeluznante aventura a través de una misteriosa mansión embrujada en esta película espeluznante.,Disney plus
s96,Movie,Película,The Fault in Our Stars,Josh Boone,"Shailene Woodley, Ansel Elgort, Laura Dern, Sam Trammell, Nat Wolff, Willem Dafoe",United States,Estados Unidos,2014,PG-13,127 min,"Coming of Age, Drama, Romance","Mayoría de edad, Drama, Romance",Hazel and Gus share a love that sweeps them on an unforgettable journey.,Hazel y Gus comparten un amor que los lleva a un viaje inolvidable.,Disney plus
s97,TV Show,Programa de televisión,Dog: Impossible,,Matt Beisner,United States,Estados Unidos,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family","Animales y Naturaleza, Docuseries, Familia",Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,Matt Beisner utiliza enfoques únicos para modificar el comportamiento canino y se centra en las necesidades de cada animal.,Disney plus
s98,TV Show,Programa de televisión,Spidey And His Amazing Friends,,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",United States,Estados Unidos,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil",Spidey teams up with pals to become The Spidey Team!,¡Spidey se une a sus amigos para convertirse en The Spidey Team!,Disney plus
s99,TV Show,Programa de televisión,Star Wars: Visions,,,,,2021,TV-PG,1 Season,"Action-Adventure, Animation, Anime","Acción-aventura, Animación, Anime",An animated anthology celebrating Star Wars through the lens of the world’s best anime creators.,Una antología animada que celebra Star Wars a través de la lente de los mejores creadores de anime del mundo.,Disney plus
s100,Movie,Película,Confessions of a Shopaholic,P.J. Hogan,"Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas",United States,Estados Unidos,2009,PG,106 min,"Comedy, Romance, Romantic Comedy","Comedia, Romance, Comedia romántica",Becky writes a personal finance column en route to a high-fashion mag job.,Becky escribe una columna de finanzas personales de camino a un trabajo en una revista de alta costura.,Disney plus
s101,Movie,Película,Descendants: Royal Wedding,Salvador Simó,"Dove Cameron, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jeffery, Melanie Paxson",,,2021,TV-G,22 min,"Animation, Fantasy, Musical","Animación, Fantasía, Musical",Mal and Ben’s wedding is finally here!,¡La boda de Mal y Ben finalmente está aquí!,Disney plus
s102,Movie,Película,Disney's Broadway Hits at London's Royal Albert Hall,Jay Hatcher,"John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White",,,2016,TV-G,116 min,"Concert Film, Music","Concierto Cine, Música",Experience the magic of Disney on Broadway in an unforgettable night of music.,Experimenta la magia de Disney en Broadway en una noche musical inolvidable.,Disney plus
s103,Movie,Película,Flooded Tombs of the Nile,Katie Bauer Murdock,Devin E. Haqq,,,2021,TV-PG,44 min,Documentary,Documental,Archaeologists dive into a pyramid flooded by the Nile to search for a king’s burial.,Los arqueólogos se sumergen en una pirámide inundada por el Nilo en busca del entierro de un rey.,Disney plus
s104,Movie,Película,Jade Eyed Leopard,,Jeremy Irons,,,2020,TV-PG,44 min,"Animals & Nature, Documentary","Animales y Naturaleza, Documental","Jade Eyed Leopard follows a leopard, Toto, throughout the first three years of her life.","Jade Eyed Leopard sigue a un leopardo, Toto, durante los primeros tres años de su vida.",Disney plus
s105,Movie,Película,Nona,Louis Gonzales,,,,2021,G,9 min,"Animation, Comedy, Family","Animación, Comedia, Familia",A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.,El plan de una abuela para pasar un día sola se ve alterado por la visita inesperada de su nieta.,Disney plus
s106,Movie,Película,Smoky Mountain Park Rangers,,Peter Jessop,,,2021,TV-PG,42 min,"Animals & Nature, Documentary","Animales y Naturaleza, Documental",Park Rangers protect the wildlife in Great Smoky Mountain National Park.,Los guardaparques protegen la vida silvestre en el Parque Nacional Great Smoky Mountain.,Disney plus
s107,TV Show,Programa de televisión,Life Below Zero,,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",United States,Estados Unidos,2012,TV-14,16 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Acción-Aventura, Animales y Naturaleza, Docuseries","Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.","Experimente la vida en las profundidades de Alaska, donde la forma primitiva sigue viva: desafíe la naturaleza, luche contra el congelamiento.",Disney plus
s108,TV Show,Programa de televisión,Miraculous: Tales Of Ladybug & Cat Noir,,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen","France, South Korea, Japan, United States","Francia, Corea del Sur, Japón, Estados Unidos",2015,TV-Y7,1 Season,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía",Superheroes Ladybug and Cat Noir protect the city.,Los superhéroes Ladybug y Cat Noir protegen la ciudad.,Disney plus
s109,TV Show,Programa de televisión,Unknown Waters with Jeremy Wade,,Jeremy Wade,,,2021,TV-14,1 Season,"Animals & Nature, Docuseries","Animales y Naturaleza, Docuseries","Angler and adventurer, Jeremy Wade, explores the greatest river system in the world.",El pescador y aventurero Jeremy Wade explora el sistema fluvial más grande del mundo.,Disney plus
s110,Movie,Película,Far Away From Raven’s Home,,"Raven-Symoné, Issac Ryan Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",,,2021,TV-G,11 min,Comedy,Comedia,Our gang is off for an exotic vacation of a lifetime!,¡Nuestra pandilla se va a disfrutar de las vacaciones exóticas de su vida!,Disney plus
s111,Movie,Película,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin","United States, United Kingdom","Estados Unidos, Reino Unido",2011,PG-13,140 min,"Action-Adventure, Fantasy","Acción-aventura, Fantasía",A woman from his past uses Jack to help find the fabled Fountain of Youth.,Una mujer de su pasado utiliza a Jack para que le ayude a encontrar la legendaria Fuente de la Juventud.,Disney plus
s112,Movie,Película,Twenty Something,Aphton Corbin,"Kaylin Price, Ariana Brown, Aliyah Taylor, Janelle LaSalle, Napoleon Highbrou",United States,Estados Unidos,2021,PG,11 min,"Animation, Family","Animación, Familia","Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",Ser adulto es difícil. Un día lo estás logrando y al siguiente eres un montón de niños escondidos en una gabardina.,Disney plus
s113,TV Show,Programa de televisión,"Doogie Kamealoha, M.D.",,"Peyton Elizabeth Lee, Emma Meisel, Matthew Sato, Wes Tian, Jeffrey Bowyer-Chapman, Mapuana Makia",United States,Estados Unidos,2021,TV-PG,1 Season,"Comedy, Coming of Age, Family","Comedia, Mayoría de edad, Familia",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,Una joven prodigio de 16 años hace malabarismos con su incipiente carrera médica con los desafíos diarios de la vida adolescente.,Disney plus
s114,TV Show,Programa de televisión,"Mira, Royal Detective",,"Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas",United States,Estados Unidos,2020,TV-Y,2 Seasons,"Animation, Fantasy, Kids","Animación, Fantasía, Infantil",Mira is the new royal detective in the land of Jalpur!,¡Mira es la nueva detective real en la tierra de Jalpur!,Disney plus
s115,TV Show,Programa de televisión,Pepper Ann,,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",United States,Estados Unidos,1997,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age","Animación, Comedia, Mayoría de edad",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.,Pepper Ann Pearson es una adolescente en una eterna búsqueda de frescura.,Disney plus
s116,TV Show,Programa de televisión,The Incredible Dr. Pol,,"Rick Robles, Dr. Pol",United States,Estados Unidos,2011,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family","Animales y Naturaleza, Docuseries, Familia",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.,El Dr. Pol y su equipo manejan casos veterinarios desafiantes y emergencias de animales en el centro de Michigan.,Disney plus
