show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s52,programa de televisión,TV Show,General Hospital,hospital general,Estados Unidos,United States,1963,TV-14,1 temporada,1 Season,Drama,Drama,"The wealthy Quartermaine family continues to be a looming presence in the town of Port Charles, with interests in much of the city's business. Characters come and go, but viewers can always count on at least one Quartermaine or Spencer to create havoc.","La rica familia Quartermaine sigue siendo una presencia inminente en la ciudad de Port Charles, con intereses en gran parte de los negocios de la ciudad. Los personajes van y vienen, pero los espectadores siempre pueden contar con al menos un Quartermaine o Spencer para causar estragos.",Hulu
s53,Película,Movie,Jacinta,Jacinta,,,2021,TV-MA,105 minutos,105 min,Documentales,Documentaries,"An intimate portrait of mothers and daughters and the effects of trauma, Jacinta follows a young woman in and out of prison as she attempts to break free from an inherited cycle of addiction, incarceration, and crime.","Un retrato íntimo de madres e hijas y los efectos del trauma, Jacinta sigue a una joven dentro y fuera de prisión mientras intenta liberarse de un ciclo heredado de adicción, encarcelamiento y crimen.",Hulu
s54,programa de televisión,TV Show,ABC News Live Prime with Linsey Davis,ABC News Live Prime con Linsey Davis,,,2021,,1 temporada,1 Season,Noticias,News,Your primetime news source for context and analysis of the day’s top stories. In-depth reporting and storytelling from across the country and around the world – hosted by Linsey Davis.,"Su fuente de noticias en horario estelar para contextualizar y analizar las principales noticias del día. Reportajes y narraciones en profundidad de todo el país y el mundo, presentados por Linsey Davis.",Hulu
s55,programa de televisión,TV Show,Baker's Dozen,Docena del panadero,,,2021,,1 temporada,1 Season,"Cocina y comida, Estilo de vida y cultura, Realidad","Cooking & Food, Lifestyle & Culture, Reality","Passionate amateur bakers will go head-to-head with seasoned professionals in each episode of “Baker’s Dozen”. Join hosts Tamera Mowry-Housley (Emmy-award winning host of ""The Real,"" FOX’s “The Masked Singer” and Hallmark’s “Christmas Comes Twice”) and Bill Yosses (Author and former White House Pastry Chef) for this fast-paced competition series that will determine the best baker of all! Which of the 13 bakers has what it takes to create the next viral baking sensation, win the golden rolling pin and take home the cash prize?","Apasionados panaderos aficionados se enfrentarán cara a cara con profesionales experimentados en cada episodio de ""Baker's Dozen"". Únase a los presentadores Tamera Mowry-Housley (presentador ganador del premio Emmy de ""The Real"", ""The Masked Singer"" de FOX y ""Christmas Comes Twice"" de Hallmark) y Bill Yosses (autor y ex pastelero de la Casa Blanca) en esta trepidante serie de competencias que determinará al mejor panadero de todos. ¿Cuál de los 13 panaderos tiene lo necesario para crear la próxima sensación viral de repostería, ganar el rodillo dorado y llevarse a casa el premio en efectivo?",Hulu
s56,Película,Movie,FIFA World Cup 2022 Qualifying,Clasificación para la Copa Mundial de la FIFA 2022,,,2019,,#VALUE!,,Deportes,Sports,Match coverage from the qualifiers for the FIFA 2022 World Cup.,Cobertura de partidos de las eliminatorias para la Copa Mundial FIFA 2022.,Hulu
s57,Película,Movie,BELLATOR MMA 257: Nemkov vs. Davis 2 (R),BELLATOR MMA 257: Nemkov vs.Davis 2 (R),,,2021,,#VALUE!,,Deportes,Sports,"BELLATOR champ Vadim Nemkov, Phil Davis, Corey Anderson in action. REPLAY","El campeón de BELLATOR Vadim Nemkov, Phil Davis, Corey Anderson en acción. REPETICIÓN",Hulu
s58,Película,Movie,BELLATOR MMA: Davis vs. Nemkov,BELLATOR MMA: Davis vs.Nemkov,,,2018,,#VALUE!,,Deportes,Sports,Former BELLATOR MMA champion Phil Davis faces Russia's Vadim Nemkov.,El ex campeón de BELLATOR MMA Phil Davis se enfrenta al ruso Vadim Nemkov.,Hulu
s59,programa de televisión,TV Show,Castle,Castillo,,,2009,TV-14,8 estaciones,8 Seasons,"Comedia, Crimen, Drama","Comedy, Crime, Drama","Rick Castle, a famous crime novelist and rockstar of the literary world who finds inspiration for a new character from an unlikely source - the smart, beautiful, no-nonsense Det. Kate Beckett - whether she likes it or not. His fame gives him an all-access pass to her cases and he's working her last nerve. But somehow, together, they're the perfect partners in crime.","Rick Castle, un famoso novelista policiaco y estrella de rock del mundo literario que encuentra inspiración para un nuevo personaje en una fuente poco probable: el inteligente, hermoso y sensato detective. Kate Beckett, le guste o no. Su fama le da acceso total a sus casos y está poniendo a prueba su último nervio. Pero de alguna manera, juntos, son los cómplices perfectos en el crimen.",Hulu
s60,Película,Movie,The Hills Presents: Speidi's Wedding Unveiled,The Hills presenta: se revela la boda de Speidi,,,2009,TV-PG,#VALUE!,,"Realidad, Adolescente","Reality, Teen","The new Mr. and Mrs. Pratt present candid interviews with the cast of Hills, exclusive footage you never saw on the show, a glimpse at the media frenzy surrounding the wedding of the year, and an interview with Kristin Cavallari","El nuevo Sr. y Sra. Pratt presentan entrevistas sinceras con el elenco de Hills, imágenes exclusivas que nunca viste en el programa, un vistazo al frenesí mediático que rodeó la boda del año y una entrevista con Kristin Cavallari.",Hulu
s61,programa de televisión,TV Show,America's Funniest Home Videos,Los vídeos caseros más divertidos de Estados Unidos,Estados Unidos,United States,1981,TV-PG,2 estaciones,2 Seasons,"Comedia, Familia","Comedy, Family","From practical jokes to home improvement plans gone awry, to animal mishaps and just flat out strange behavior, this hilarious show on ABC pulls out all the stops to present everyday people caught on tape in their most embarrassing moments!","Desde bromas pesadas hasta planes de mejoras para el hogar que salieron mal, percances con animales y simplemente comportamientos completamente extraños, este divertido programa de ABC hace todo lo posible para presentar a personas comunes y corrientes grabadas en sus momentos más vergonzosos.",Hulu
s62,Película,Movie,Maggie's Plan,El plan de Maggie,,,2015,R,99 minutos,99 min,"Comedia, Drama, Romance","Comedy, Drama, Romance","A young woman (Gerwig) set on having a child, catapults herself into a love triangle with an academic (Hawke) & his eccentric wife (Moore).","Una joven (Gerwig) decidida a tener un hijo, se catapulta a un triángulo amoroso con un académico (Hawke) y su excéntrica esposa (Moore).",Hulu
s63,programa de televisión,TV Show,The Bradshaw Bunch,El grupo Bradshaw,,,2020,TV-PG,1 temporada,1 Season,Realidad,Reality,"Legendary quarterback and television-broadcast icon Terry Bradshaw gives us an intimate look at life in the off-season. As husband, father and “Papi” to the Bradshaw Bunch, we see a side of Terry Bradshaw you’ve never seen before","El legendario mariscal de campo e ícono de la televisión Terry Bradshaw nos brinda una mirada íntima a la vida fuera de temporada. Como esposo, padre y “Papi” de Bradshaw Bunch, vemos un lado de Terry Bradshaw que nunca antes habías visto.",Hulu
s64,Película,Movie,The Program,El programa,#VALUE!,,1993,R,112 minutos,112 min,"Acción, Aventura, Drama","Action, Adventure, Drama",An action-packed story about a group of Top 10 college football athletes.,Una historia llena de acción sobre un grupo de los 10 mejores atletas de fútbol universitario.,Hulu
s65,Película,Movie,Unfaithful,Infiel,#VALUE!,,2002,R,124 minutos,124 min,"Drama, Romance, Suspense","Drama, Romance, Thriller",Diane Lane earned a 2002 Best Actress Oscar(R) nomination for her role as a housewife who gets blown into a whirlwind affair.,Diane Lane obtuvo una nominación al Oscar(R) a Mejor Actriz en 2002 por su papel de ama de casa que se ve arrastrada a una aventura vertiginosa.,Hulu
s66,Película,Movie,Finding Your Feet,Encontrar tus pies,Reino Unido,United Kingdom,2017,PG-13,112 minutos,112 min,"Comedia, Drama, Romance","Comedy, Drama, Romance","On the eve of retirement, a middle-class snob discovers her husband has been having an affair, and is forced to live with her bohemian sister on an impoverished inner-city estate.","En vísperas de jubilarse, una snob de clase media descubre que su marido ha tenido una aventura y se ve obligada a vivir con su hermana bohemia en una finca empobrecida del centro de la ciudad.",Hulu
s67,Película,Movie,Pacific Airshow,Salón Aeronáutico del Pacífico,#VALUE!,,2021,,#VALUE!,,Documentales,Documentaries,"Pacific Airshow is not just an Airshow. It’s a global spectacle-scale event that celebrates the love, patriotism and awe-inspiring feats of aviation with the enticing thrill of sports, entertainment, art and technology - backed by Southern California’s most iconic beachfront destination. This year’s Pacific Airshow will be headlined by the U.S. Navy Blue Angels celebrating their 75th Anniversary tour and flying their new F/A-18 Super Hornets. The Blue Angels will be joined by the Canadian Forces Snowbirds celebrating their 50th anniversary season, the U.S. Air Force F-35A Lightning II Demo Team led by Major Kristin “BEO” Wolfe, U.S. Navy Growler Legacy Flight demonstration team featuring two EA-18Gs, a variant of the F/A-18 F Super Hornet, the U.S. Marine Corps MV-22 Osprey Demo Team, the U.S. Army Golden Knights parachute demonstration team, world-class civilian aerobatic performers and many more.","Pacific Airshow no es sólo un espectáculo aéreo. Es un evento global a escala de espectáculo que celebra el amor, el patriotismo y las impresionantes hazañas de la aviación con la tentadora emoción de los deportes, el entretenimiento, el arte y la tecnología, respaldado por el destino costero más emblemático del sur de California. El Pacific Airshow de este año estará encabezado por los Blue Angels de la Marina de los EE. UU. que celebrarán su gira del 75º aniversario y volarán sus nuevos F/A-18 Super Hornets. A los Blue Angels se unirán los Snowbirds de las Fuerzas Canadienses que celebran su temporada del 50 aniversario, el equipo de demostración del F-35A Lightning II de la Fuerza Aérea de los EE. UU. liderado por la Mayor Kristin “BEO” Wolfe, el equipo de demostración del Growler Legacy Flight de la Marina de los EE. UU. que incluye dos EA-18G, una variante del F/A-18 F Super Hornet, el equipo de demostración MV-22 Osprey del Cuerpo de Marines de los EE. UU. y los Golden Knights del Ejército de los EE. UU. equipo de demostración de paracaídas, artistas acrobáticos civiles de talla mundial y mucho más.",Hulu
